ID,MAXX,MAXY,MINX,MINY,NAME_AR,NAME_EN,X,Y
45,46.6300600670001,29.2274300400001,46.2300600670001,28.8274300400001,مركز العوجاء,MARKAZ AL u0027AWJA,46.4300600670001,29.027430040000098
46,46.4433399850002,29.272980036,46.0433399850001,28.872980036,مركز العليمة,MARKAZ AL u0027ULAYYIMAH,46.24333998500015,29.072980036
47,46.1804699670001,28.637500007,45.7804699670001,28.237500007,حفر الباطن,HAFAR AL BATIN,45.980469967000104,28.437500007
48,45.7473600330001,28.7518199660001,45.3473600330001,28.3518199660001,القلت,AL QALT,45.5473600330001,28.5518199660001
49,45.431210033,28.8729499940001,45.031210033,28.4729499940001,النظيم,AN NADHIM,45.231210032999996,28.6729499940001
50,45.5567100110001,28.8173600410002,45.1567100110001,28.4173600410002,ابن طوالة,IBN TUWALAH,45.356710011000104,28.6173600410002
51,46.9246999980001,28.30972,46.5246999980001,27.90972,الصداوي,AS SIDAWI,46.724699998000105,28.10972
52,46.173119975,28.0341699420001,45.773119975,27.6341699420001,ام قليب,UMM QULAIB,45.973119975,27.834169942000102
53,45.7519100540001,28.0161999690001,45.3519100540001,27.6161999690001,عريفج,URAYFIJ,45.5519100540001,27.8161999690001
54,46.6208300180002,28.0357000460001,46.2208300180002,27.6357000460001,ابن شرار,IBN SHARAR,46.4208300180002,27.8357000460001
55,46.3294299780001,28.5219800140002,45.9294299780001,28.1219800140002,القيصومة,AL QAYSUMAH,46.129429978000104,28.3219800140002
56,46.7739166666668,29.1833833333335,46.3739166666668,28.7833833333335,الرقعي الجديدة,AR RUQu0027I AL JADIDAH,46.573916666666804,28.9833833333335
57,45.5802999480001,28.1405700340001,45.1802999480001,27.7405700340001,ذبحة,DHABHAH,45.3802999480001,27.9405700340001
58,46.0090900550002,28.731470019,45.6090900550002,28.331470019,الصفيري,AS SUFAIRY,45.8090900550002,28.531470019
59,45.9936900000001,28.642000019,45.5936900000001,28.242000019,الوايلية,AL WAYLIYAH,45.7936900000001,28.442000018999998
60,46.0016700390002,28.4397500020001,45.6016700390002,28.0397500020001,الفيوان,AL FIWAN,45.8016700390002,28.2397500020001
61,47.7309999280001,29.0925799840002,47.3309999280001,28.6925799840002,الحماطيات,AL HAMATIYAT,47.5309999280001,28.8925799840002
62,42.9297699820001,18.5061300240001,42.5297699820001,18.1061300240001,خميس مشيط,KHAMIS MUSHAYT,42.7297699820001,18.3061300240001
63,47.5822399710001,29.1698199610002,47.1822399710001,28.7698199610002,الجبو,AL JABU,47.382239971000104,28.969819961000198
64,47.347680024,29.1778200530001,46.947680024,28.7778200530001,المسناة,AL MASNAH,47.147680023999996,28.9778200530001
65,43.0366300020001,18.3735800070002,42.6366300020001,17.9735800070002,احد رفيده,AHAD RIFAYDAH,42.836630002000106,18.1735800070002
66,45.265989998,27.9269500090001,44.865989998,27.5269500090001,ام عشر الشرقية,UMM ISHAR ASH SHARQIYYAH,45.065989998000006,27.7269500090001
67,50.2012098690001,26.7638700240001,49.8012098690001,26.3638700240001,القطيف,AL QATIF,50.0012098690001,26.5638700240001
68,38.8775400610001,27.931340027,38.4775400610001,27.531340027,بوهان,BUHAN,38.6775400610001,27.731340027
69,38.881470027,27.5490400130001,38.481470027,27.1490400130002,السنانيات,AS SANANIYAT,38.681470027,27.34904001300015
70,39.7359299660001,27.3926099760001,39.3359299660001,26.9926099760001,حزايا,HAZAYA,39.5359299660001,27.1926099760001
71,39.456670032,27.4369199500001,39.056670032,27.0369199500001,أكباد,AKBAD,39.256670032,27.2369199500001
72,39.4933499960001,27.7094899480002,39.0933499960001,27.3094899480002,بئر الحيز,BIR AL HAYZ,39.2933499960001,27.5094899480002
73,38.3372999580001,27.8961899880001,37.9372999580001,27.4961899880001,جريداء,JURAYDA,38.1372999580001,27.6961899880001
74,38.7506000180002,27.8350200040002,38.3506000180002,27.4350200040002,تيماء,TAYMAu0027,38.550600018000196,27.6350200040002
75,39.179370047,28.4777900050001,38.779370047,28.0777900050001,العسافية,AL ASSAFIYAH,38.979370047,28.2777900050001
76,38.5707300030001,27.1827300250001,38.1707300030001,26.7827300250001,عردة,u0027ARDAH,38.370730003000105,26.9827300250001
77,39.0515799990002,27.7202399730001,38.6515799990002,27.3202399730001,الكتيب,AL KUTAIB,38.851579999000194,27.520239973000102
78,38.0691500020001,29.0211600300001,37.6691500020001,28.6211600300001,بئر فجر,BIu0027R FAJR,37.8691500020001,28.8211600300001
79,37.8930100680002,28.5787200140001,37.4930100680001,28.1787200140001,القليبة,AL QALIBAH,37.69301006800015,28.378720014000102
80,44.1876700360002,26.2915500240002,43.7876700360002,25.8915500240002,عنيزة,UNAYZAH,43.987670036000196,26.0915500240002
81,48.5574899820001,28.7071500140002,48.1574899820001,28.3071500140002,الرافعية,AR RAFu0027IYAH,48.357489982000104,28.5071500140002
82,48.0871800020001,28.3139300430001,47.6871800020001,27.9139300430001,الكبريت,AL KABARIT,47.8871800020001,28.1139300430001
83,48.4040799840001,28.698819999,48.0040799840001,28.298819999,رغوة,RAGHWAH,48.2040799840001,28.498819999
84,48.0793999700001,28.6978999870002,47.6793999700001,28.2978999870002,حمى,HAMMA,47.879399970000094,28.4978999870002
85,47.8865600350002,28.7603500450001,47.4865600350002,28.3603500450001,الزبر,AZ ZABR,47.6865600350002,28.5603500450001
86,48.9403499170001,28.1773699680001,48.5403499170001,27.7773699680001,السفانية,AS SAFFANIYAH,48.7403499170001,27.9773699680001
87,47.4078199600001,27.783940007,47.0078199600001,27.383940007,المحوى,AL MAHAWA,47.207819960000094,27.583940007000002
88,47.3026799880002,27.272050048,46.9026799880001,26.872050048,أم غور,UMM GHAWR,47.10267998800015,27.072050048
89,47.900399921,27.7629699950001,47.500399921,27.3629699950001,قرية العليا,QARYAT AL u0027ULYA,47.700399921,27.5629699950001
90,47.25991003,27.2202700290002,46.85991003,26.8202700290002,الرفيعة,AR RAFIu0027AH,47.05991003,27.0202700290002
91,47.2616800580001,27.2210699580001,46.8616800580001,26.8210699580001,جرارة,JARRARAH,47.0616800580001,27.021069958000098
92,48.069609937,27.6924400420001,47.669609937,27.2924400420001,قرية,QURAYYAH,47.869609937,27.492440042000098
93,47.3190500360001,27.0764700280001,46.9190500360001,26.6764700280001,البويبيات,AL BUWAYBIYAT,47.119050036000104,26.8764700280001
94,47.7198900330002,28.0264100410001,47.3198900330002,27.6264100410001,السعيرة,AS SUu0027AYYIRAH,47.519890033000195,27.826410041000102
95,46.514590057,27.80841995,46.114590057,27.40841995,مناخ,MANAKH,46.314590057000004,27.60841995
96,46.8357500610001,27.900680013,46.4357500610001,27.500680013,الحيرا,AL HAYRA,46.635750061000095,27.700680013
97,47.2167799590002,27.8086300380002,46.8167799590002,27.4086300380002,ام الشفلح,UMM ASH SHIFALLAH,47.0167799590002,27.6086300380002
98,47.1789800420002,27.4521200410001,46.7789800420002,27.0521200410001,اللهابة,AL LAHABAH,46.9789800420002,27.2521200410001
99,47.182440061,27.3838000490001,46.782440061,26.9838000490001,الفريدة,AL FARRIDAH,46.982440061000005,27.183800049000098
100,47.2015500070001,27.3207799820002,46.801550007,26.9207799820002,الشامية,ASH SHAMIYAH,47.00155000700005,27.1207799820002
101,47.280919934,26.770240047,46.880919934,26.370240047,العيطلية,AL u0027AYTALIYAH,47.080919934,26.570240047
102,48.0333099810002,26.592430012,47.6333099810002,26.192430012,سحمة,SIHMAH,47.8333099810002,26.392430012
103,47.5396999390002,26.7193099540002,47.1396999390002,26.3193099540002,الشملول / ام عقلا,ASH SHAMLUL (UMM AQLA),47.3396999390002,26.5193099540002
104,47.4308099910001,27.1994500010001,47.0308099910001,26.7994500010001,ام الهوشات,UMM AL HAWSHAT,47.2308099910001,26.9994500010001
105,47.4788600550001,27.7549499740001,47.0788600550001,27.3549499740001,الشيط,ASH SHAYYIT,47.278860055000095,27.554949974000102
106,47.240750039,27.2526599670002,46.840750039,26.8526599670002,العاذرية,AL u0027ADHIRIYAH,47.040750039,27.0526599670002
107,47.2177600090001,27.278459943,46.8177600090001,26.878459943,الشيحية,ASH SHIHIYAH,47.0177600090001,27.078459943
108,47.5253399320001,26.5774900390001,47.1253399320001,26.1774900390001,حزوة / العمانية,HIZWAH (AL UMANIYAH),47.325339932000105,26.3774900390001
109,47.0623500050001,27.6609999420002,46.6623500050001,27.2609999420002,القرعاء,AL QARu0027Au0027,46.862350005000096,27.4609999420002
110,47.0700499780001,27.824159955,46.6700499780001,27.424159955,اللصافة,AL LISAFAH,46.8700499780001,27.624159955
111,48.4629249446362,28.068516514675,48.0629249446362,27.668516514675,النقيرة,AN NUQAYRAH,48.2629249446362,27.868516514675
112,48.5061699260001,27.8629299910001,48.1061699260001,27.4629299910001,هجرة أولاد حثلين,HIJRAT AWLAD HITHLIN,48.306169926000095,27.662929991000098
113,49.870469849,27.1992100360002,49.470469849,26.7992100360002,الجبيل,AL JUBAIL,49.670469849,26.9992100360002
114,49.3921199390002,26.3776900150001,48.9921199390002,25.9776900150001,فرزان,FARZAN,49.1921199390002,26.1776900150001
115,48.6774299640001,27.6756999700002,48.2774299640001,27.2756999700002,النعيرية,AN NUu0027AYRIYAH,48.477429964000095,27.4756999700002
116,48.608240011,27.2866200510002,48.208240011,26.8866200510002,ام ضليع,UMM DULAYu0027,48.408240011000004,27.0866200510002
117,48.6264599230001,27.4741400240002,48.2264599230001,27.0741400240002,مليجة,MULAYJAH,48.426459923000095,27.2741400240002
118,48.5934499150002,27.1941999500001,48.1934499150002,26.7941999500001,الصرار,AS SARRAR,48.393449915000204,26.9941999500001
119,48.8337699160001,26.781370033,48.4337699160001,26.381370033,حنيذ,HANIDH,48.633769916000105,26.581370033
120,48.8370599380002,26.8721200170001,48.4370599380002,26.4721200170001,مغطي,MUGHATI,48.637059938000206,26.6721200170001
121,48.9489800040001,26.599700028,48.5489800040001,26.199700028,شفية,SHIFIYAH,48.7489800040001,26.399700027999998
122,48.8046099830001,27.372800032,48.4046099830001,26.972800032,عتيق,UTAYYIQ,48.6046099830001,27.172800031999998
123,48.7213499220001,27.3089599550002,48.3213499220001,26.9089599550002,الحسي,AL HUSAYY,48.5213499220001,27.108959955000202
124,48.9198899950001,27.0754199740001,48.5198899950001,26.6754199740001,ثاج,THAJ,48.7198899950001,26.8754199740001
125,48.950399906,27.133910052,48.550399906,26.733910052,الحناة,AL HINNAH,48.750399906,26.933910052
126,48.537179929,27.58165997,48.137179929,27.18165997,الكهفة,AL KAHAFAH,48.337179929,27.38165997
127,48.7853200190001,27.1373599670001,48.3853200190001,26.7373599670001,الصحاف,AS SAHAF,48.5853200190001,26.9373599670001
128,48.5416899910001,27.0117399650001,48.1416899910001,26.6117399650001,العيينة,AL u0027UYAYNAH,48.341689991000095,26.8117399650001
129,48.4821199290001,26.9613199780002,48.0821199290001,26.5613199780002,القليب,AL QULAYYIB,48.2821199290001,26.761319978000202
130,48.6243299340002,27.1190099830001,48.2243299340002,26.7190099830001,الونان,AL WANNAN,48.4243299340002,26.9190099830001
131,48.6673000210001,27.2191900440001,48.2673000210001,26.8191900440001,غنوى,GHANWA,48.4673000210001,27.019190044000098
132,48.6293000060002,27.1796600380002,48.2293000060002,26.7796600380002,الزغين,AZ ZUGHAYN,48.429300006000204,26.979660038000198
133,48.620159987,27.4170999580001,48.220159987,27.0170999580001,نطاع,NITAu0027,48.420159987000005,27.217099958000098
134,49.0201599830002,26.2053000140002,48.6201599830002,25.8053000140002,ام الحمام,UMM AL HAMAM,48.820159983000195,26.0053000140002
135,49.053249906,26.2349299450001,48.653249906,25.8349299450001,ام ربيعة,UMM RUBAYu0027AH,48.853249906,26.0349299450001
136,49.1875898620002,27.5047199920001,48.7875898620002,27.1047199920001,ابو حدرية,ABU HADRIYAH,48.987589862000206,27.304719992000102
137,49.190039892,27.8151800320002,48.790039892,27.4151800320002,منيفة,MUNIFAH,48.990039892,27.6151800320002
138,47.3637341641126,22.5069349956247,46.9637341641126,22.1069349956247,الافلاج,AL AFLAJ,47.1637341641126,22.3069349956247
139,43.1161403276965,25.7898969017932,42.7161403276965,25.3898969017932,خيطان,KHAITAN,42.916140327696496,25.5898969017932
140,46.0491499510001,25.9302599770001,45.6491499510001,25.5302599770001,الوسيعة,AL WASIu0027AH,45.8491499510001,25.730259977000102
141,46.139980054,25.8671599880002,45.739980054,25.4671599880002,تمرية,TAMRIYAH,45.939980054,25.6671599880002
142,46.0541699790001,25.9687300590001,45.6541699790001,25.5687300590001,ابو خسيفاء,ABU KHUSAYFA,45.854169979000105,25.7687300590001
143,45.3948400570001,26.7401799730001,44.9948400570001,26.3401799730001,النخيل,AN NAKHIL,45.1948400570001,26.5401799730001
144,45.4695399770001,26.8413399710001,45.0695399770001,26.4413399710001,السحيمي,AS SUHAYMI,45.2695399770001,26.6413399710001
145,45.4522500000001,26.8440500570001,45.0522500000001,26.4440500570001,مصدة,MUSIDDAH,45.2522500000001,26.6440500570001
146,45.44192004,27.0691300060001,45.04192004,26.6691300060001,أم سديرة,UMM SUDAYRAH,45.24192004,26.8691300060001
147,46.696959996,26.2903099800001,46.296959996,25.8903099800001,التنهاة,AT TANHAH,46.496959996,26.0903099800001
148,45.708029951,25.8865100110001,45.308029951,25.4865100110001,قري التويم,QIRI AT TUWAYM,45.508029951,25.686510011000102
149,46.0047399470001,26.314929996,45.6047399470001,25.914929996,الشحمة,ASH SHAHMAH,45.8047399470001,26.114929996
150,45.945800047,25.787809985,45.545800047,25.387809985,الودي,AL WUDAYY,45.745800047,25.587809985
151,45.6083800450001,26.0204299920002,45.2083800450001,25.6204299920002,جوي,JUWAYY,45.4083800450001,25.8204299920002
152,45.829619979,25.7857999500001,45.429619979,25.3857999500001,مقبلة,MUQBILAH,45.629619979,25.5857999500001
153,45.5396699500001,26.1281500320001,45.1396699500001,25.7281500320001,حرمة,HARMAH,45.3396699500001,25.9281500320001
154,37.706710023,27.9530000220001,37.306710023,27.5530000220001,المعظم,AL MAu0027DHAM,37.506710023,27.7530000220001
155,45.1907400020002,26.974430027,44.7907400020002,26.574430027,جراب,JIRAB,44.990740002000194,26.774430027
156,45.5636000060002,26.6405199510001,45.1636000060002,26.2405199510001,العقلة,AL UQLAH,45.3636000060002,26.4405199510001
157,45.4636600530001,26.7856700500001,45.0636600530001,26.3856700500001,النغيق,AN NUGHAYQ,45.263660053000095,26.5856700500001
158,45.3672299540001,26.6743299620002,44.9672299540001,26.2743299620002,حويمضة,HUWAIMIDAH,45.167229954000106,26.474329962000198
159,45.535150029,26.6207800450001,45.135150029,26.2207800450001,البتيراء,AL BUTAIRAu0027,45.335150029000005,26.4207800450001
160,45.3664000500002,26.62088999,44.9664000500002,26.22088999,المشاش,AL MISHASH,45.166400050000206,26.42088999
161,45.359829997,25.974520053,44.959829997,25.574520053,الفروثي,AL FURUTHI,45.159829997,25.774520053
162,45.655670024,25.8816000380001,45.255670024,25.4816000380001,جلاجل,JALAJIL,45.455670024,25.6816000380001
163,45.760780026,25.8315799590001,45.360780026,25.4315799590001,الدخيلة,AD DAKHILAH,45.560780026,25.6315799590001
164,45.799399989,25.8080100160001,45.399399989,25.4080100160001,الحصون,AL HUSUN,45.599399989000005,25.6080100160001
165,45.8196300250002,25.7969199760002,45.4196300250002,25.3969199760002,حوطة سدير,HAWTAT SUDAIR,45.619630025000205,25.5969199760002
166,45.7575800200001,25.8175600440001,45.3575800200001,25.4175600440001,روضة سدير,RAWDHAT SUDAIR,45.5575800200001,25.6175600440001
167,46.069269941,25.9091399600001,45.669269941,25.5091399600001,تمير,TUMAIR,45.869269941,25.7091399600001
168,45.5497800650001,26.7146699880002,45.1497800650001,26.3146699880002,الارطاوية,AL ARTAWIYAH,45.349780065000104,26.5146699880002
169,45.32781003,26.038340006,44.92781003,25.638340006,العمار,AL u0027AMAR,45.127810030000006,25.838340006
170,45.3123899790001,26.0750999560001,44.9123899790001,25.6750999560001,الخيس,AL KHIS,45.1123899790001,25.8750999560001
171,45.5920899550001,25.766820021,45.1920899550001,25.366820021,المعشبة,AL MAu0027ASHBAH,45.3920899550001,25.566820020999998
172,45.7413399700002,25.861929947,45.3413399700002,25.461929947,التويم,AT TUWAYM,45.541339970000195,25.661929947
173,45.8928399380001,25.8211399990001,45.4928399380001,25.4211399990002,الخطامة,AL KHUTAMAH,45.692839938000105,25.62113999900015
174,45.8564400110001,26.0338900000001,45.4564400110001,25.6338900000001,الرويضة,AR RUWAYDAH,45.6564400110001,25.8338900000001
175,46.1035599750002,26.118910047,45.7035599750002,25.718910047,الشعب,ASH SHIu0027B,45.903559975000206,25.918910047
176,45.9700899760001,25.7902399600001,45.5700899760001,25.3902399600001,عشيرة سدير,ASHARAT SUDAIR,45.770089976000094,25.590239960000098
177,45.845399969,25.7709800270001,45.445399969,25.3709800270001,الجنيفي,AL JUNAYFI,45.645399968999996,25.5709800270001
178,45.8402000300001,25.7620099470001,45.4402000300001,25.3620099470002,العطار,AL u0027ATTAR,45.6402000300001,25.56200994700015
179,45.5227500340001,27.0944599700002,45.1227500340001,26.6944599700002,ام الجماجم,UMM AL JAMAJIM,45.322750034000094,26.8944599700002
180,45.4271900420002,27.039239982,45.0271900420002,26.639239982,مشلح,MISHLAH,45.2271900420002,26.839239982000002
181,46.35951995,26.3548500000001,45.95951995,25.9548500000001,ام رجوم,UMM RUJUM,46.15951995,26.1548500000001
182,45.3529499890001,26.07720999,44.9529499890001,25.67720999,الرويضة,AR RUWAIDAH,45.152949989000106,25.87720999
183,45.7514500210001,25.8538699790001,45.3514500210001,25.4538699790001,الفيصلية,AL FAISALIYAH,45.5514500210001,25.6538699790001
184,45.8903099480001,26.0308099770001,45.490309948,25.6308099770001,بوضاء,BAWDAu0027,45.69030994800005,25.8308099770001
185,45.5818099390001,25.9955500480001,45.1818099390001,25.5955500480001,الحائر,AL HAIR,45.3818099390001,25.795550048000102
186,45.4683300190002,26.0053799530001,45.0683300190002,25.6053799530001,وشي,WUSHAYY,45.2683300190002,25.8053799530001
187,45.879319988,25.753580043,45.479319988,25.353580043,عودة سدير,u0027AWDAT SUDAYR,45.679319988,25.553580043
188,46.0076000100001,26.0323499810001,45.6076000100001,25.6323499810001,مبايض,MUBAYID,45.8076000100001,25.8323499810001
189,45.7825299520001,26.6292700290002,45.3825299520001,26.2292700290002,القاعية,AL QAu0027IYAH,45.5825299520001,26.4292700290002
190,38.0508600590002,26.5887900240001,37.6508600590002,26.1887900240001,دبدبة فضلاء,DIBDIBBAT FUDALA,37.8508600590002,26.3887900240001
191,37.1335900040002,27.5384100230001,36.7335900040002,27.1384100230001,الحجب,AL HAJAB,36.933590004000195,27.3384100230001
192,37.1841799850001,27.5166300070001,36.7841799850001,27.1166300070001,الضلفة,ADH DHALFAH,36.9841799850001,27.3166300070001
193,38.0400000210001,27.1984900050001,37.6400000210001,26.7984900050001,أبو طاقة,ABU TAQAH,37.840000021000094,26.9984900050001
194,38.414340017,26.0697700540001,38.014340017,25.6697700540001,العين الجديدة,AL u0027AYN AL JADIDAH,38.214340017,25.8697700540001
195,38.6595099660001,25.8064900100001,38.2595099660001,25.4064900100001,القعرة,AL QIu0027ARAH,38.4595099660001,25.6064900100001
196,38.6495400440001,25.8364900560002,38.2495400440001,25.4364900560002,أم زرب,UMM ZARB,38.4495400440001,25.6364900560002
197,38.9428600110001,25.7395300450002,38.5428600110001,25.3395300450002,هدية,HADIYAH,38.742860011000104,25.5395300450002
198,38.3532000300001,25.8704600150001,37.95320003,25.4704600150001,القعرة,AL QAu0027RAH,38.15320003000005,25.6704600150001
199,38.1099200160001,26.8347800300001,37.7099200160001,26.4347800300001,العلا,AL ULA,37.9099200160001,26.6347800300001
200,39.0893699420001,27.06859002,38.6893699420001,26.66859002,الجهراء,AL JAHARA,38.8893699420001,26.86859002
201,37.1683299530002,27.5799900300001,36.7683299530002,27.1799900300001,رحيب,RUHAYB,36.9683299530002,27.3799900300001
202,37.9962599570001,26.9866399980002,37.5962599570001,26.5866399980002,شلال,SHALAL,37.7962599570001,26.7866399980002
203,38.6913899860002,26.3327800390002,38.2913899860002,25.9327800390002,ضاعا,DAu0027A,38.4913899860002,26.1327800390002
204,37.6420199550001,26.348610009,37.2420199550001,25.948610009,جيدة,JAYDAH,37.442019955000106,26.148610009000002
205,39.0537199420001,26.282429978,38.6537199420001,25.882429978,قلبان عشرة,QULBAN u0027ISHARAH,38.8537199420001,26.082429978
206,37.5685999870001,27.005950054,37.1685999870001,26.6059500540001,النجيل,AN NAJIL,37.368599987000096,26.80595005400005
207,38.1232300530002,26.8086799910001,37.7232300530002,26.4086799910001,الرزيقية,AR RUZAYQIYAH,37.9232300530002,26.608679991000102
208,38.1355800180002,26.7932999620001,37.7355800180002,26.3932999620001,الحميدية,AL HAMIDIYAH,37.935580018000195,26.5932999620001
209,38.125930012,26.7735899490001,37.725930012,26.3735899490001,صدر,SADR,37.925930011999995,26.5735899490001
210,38.2777900530002,26.665419979,37.8777900530002,26.265419979,مغيراء,MUGHAYRAu0027,38.0777900530002,26.465419979
211,38.1268299370001,26.537209982,37.7268299370001,26.137209982,قصيب ابو سيال,QUSAYB ABU SIYAL,37.9268299370001,26.337209982
212,37.3859100130002,27.3045999510002,36.9859100130002,26.9045999510002,ابو اراكة,ABU ARAKAH,37.185910013000196,27.1045999510002
213,38.1423600430001,27.0113099450001,37.7423600430001,26.6113099450001,مدائن الصالح,MADAIN AS SALIH,37.9423600430001,26.8113099450001
214,37.8475799390001,26.9011000390002,37.4475799390001,26.5011000390002,عورش,AWARSH,37.647579939000096,26.701100039000202
215,37.4933600330001,27.2222399850001,37.0933600330001,26.8222399850001,النشيفة,AN NUSHAYFAH,37.2933600330001,27.0222399850001
216,38.5211799890001,25.833710036,38.1211799890001,25.433710036,الزباير,AZ ZUBAYIR,38.3211799890001,25.633710036
217,38.52757994,25.8730599720001,38.12757994,25.4730599720001,الضليعة,AD DULAYu0027AH,38.32757994,25.6730599720001
218,38.5700300380002,25.9206400390001,38.1700300380001,25.5206400390001,متان العريقة,MITAN AL u0027URAYQAH,38.37003003800015,25.720640039000102
219,38.8252799710001,25.788869952,38.4252799710001,25.388869952,الابرق,AL ABRAQ,38.6252799710001,25.588869952
220,38.3060699440001,25.8191500450001,37.9060699440001,25.4191500450001,اميرة,AMIRAH,38.1060699440001,25.6191500450001
