ID,CITY_ID,MAXX,MAXY,MINX,MINY,NAME_AR,NAME_EN,X,Y
10100003001,3,46.7337431819895,24.6512189789267,46.715094461191,24.6402304462172,حي العمل,Al Amal Dist.,46.72441882159025,24.645724712571948
10100003002,3,46.7022758371089,24.6682084079619,46.6849827564839,24.6461686248994,حي النموذجية,Al Namudhajiyah Dist.,46.6936292967964,24.65718851643065
10100003003,3,46.7068045501571,24.6273126594942,46.6913661826894,24.6101068757677,حي الجرادية,Al Jarradiyah Dist.,46.69908536642325,24.61870976763095
10100003004,3,46.7619111892644,24.6541399372549,46.7331477783102,24.6302005594077,حي الصناعية,Al Sinaiyah Dist.,46.747529483787304,24.6421702483313
10100003005,3,46.7283183425256,24.620930284765,46.7100206041601,24.6058055500813,حي منفوحة الجديدة,Manfuha Al Jadidah Dist.,46.719169473342845,24.613367917423147
10100003006,3,46.6932290812477,24.6501824993928,46.6723669341085,24.6337626728078,حي الفاخرية,Al Fakhiriyah Dist.,46.6827980076781,24.6419725861003
10100003007,3,46.7177951229945,24.6383868889029,46.7038596107536,24.6227667245148,حي الديرة,Al Dirah Dist.,46.71082736687405,24.630576806708852
10100003008,3,46.6690039765482,24.7019003279574,46.6495392969567,24.6744149633797,حي ام الحمام الشرقي,East Umm Al Hamam Dist.,46.65927163675245,24.68815764566855
10100003009,3,46.6787216065769,24.6714845005852,46.6586466487004,24.6492815614414,حي الشرفية,Al Sharafiyah Dist.,46.66868412763865,24.6603830310133
10100003010,3,46.6666751355711,24.6869041295651,46.6044539855114,24.6409060749421,حي الهدا,Al Hada Dist.,46.63556456054125,24.6639051022536
10100003011,3,46.6783913330473,24.7084000435818,46.6540981878636,24.6748836006715,حي المعذر الشمالي,North Mathar Dist.,46.666244760455456,24.69164182212665
10100003012,3,46.6570558850791,24.7044038966993,46.6297790355163,24.6745317082197,حي ام الحمام الغربي,West Umm Al Hamam Dist.,46.6434174602977,24.6894678024595
10100003013,3,46.671985431641,24.7277767572023,46.646852618966,24.7044038966993,حي الرحمانية,Al Rahmaniyah Dist.,46.6594190253035,24.7160903269508
10100003014,3,46.6511545262899,24.657334033652,46.5633343136093,24.6035746851603,حي لبن,Laban Dist.,46.6072444199496,24.63045435940615
10100003015,3,46.6769174341887,24.6504816541184,46.6438291431726,24.625183151229,حي الرفيعة,Al Rafeah Dist.,46.66037328868065,24.637832402673702
10100003016,3,46.7485505386531,24.8001716651138,46.7223095517894,24.7761665269176,حي الشهداء,Al Shohda Dist.,46.73543004522125,24.7881690960157
10100003017,3,46.6851745793211,24.7534579338013,46.6555601543956,24.7277685946687,حي الملك فهد,King Fahd Dist.,46.67036736685835,24.740613264235
10100003018,3,46.7065983416648,24.6046690817652,46.6527813070873,24.5768841393187,حي السويدي,Al Suwaidi Dist.,46.679689824376055,24.59077661054195
10100003019,3,46.6706169196599,24.5597872745996,46.6218868716358,24.5170352789978,حي الحزم,Al Hazm Dist.,46.64625189564785,24.538411276798698
10100003020,3,46.7118551587492,24.6172950390405,46.7030425801444,24.5859426684165,حي عتيقة,Utayqah Dist.,46.7074488694468,24.6016188537285
10100003021,3,46.7182111375591,24.6813760304049,46.6958193618478,24.6443925358062,حي المربع,Al Murabba Dist.,46.70701524970345,24.662884283105548
10100003022,3,46.7223095517894,24.809041253231,46.6961101943041,24.7850428271051,حي الفلاح,Al Falah Dist.,46.709209873046746,24.79704204016805
10100003023,3,46.6961101943041,24.8178238628532,46.6698428341977,24.7938690006385,حي الندى,Al Nada Dist.,46.682976514250896,24.80584643174585
10100003024,3,46.7031057112611,24.7610399285533,46.6766947204825,24.7366892510832,حي المرسلات,Al Mursalat Dist.,46.6899002158718,24.748864589818247
10100003025,3,46.7211159158412,24.7686129173655,46.6946816820727,24.7442427677819,حي النزهة,Al Nuzha Dist.,46.70789879895695,24.7564278425737
10100003026,3,46.6929423147548,24.7366892510832,46.6640379851411,24.7120634024234,حي الورود,Al Woroud Dist.,46.67849014994795,24.7243763267533
10100003027,3,46.7902281778424,24.7763424783902,46.7591149321561,24.7470304737421,حي الملك فيصل,King Faisal Dist.,46.77467155499925,24.761686476066153
10100003028,3,46.946596855481,24.5860564179298,46.8496667819765,24.502698676001,المدينة الصناعية الثانية,2nd Industrial City,46.89813181872875,24.5443775469654
10100003029,3,46.8088206598749,24.6123632150879,46.7373025824224,24.5613808125541,حي العزيزية,Al Aziziyah Dist.,46.77306162114865,24.586872013821
10100003030,3,46.7653963797225,24.621991194534,46.7283183425256,24.5942757967168,حي المنصورة,Al Mansurah Dist.,46.74685736112405,24.608133495625403
10100003031,3,46.7473852068845,24.6302005594077,46.7253696883715,24.6109020520996,حي غبيرة,Ghobairah Dist.,46.736377447628,24.62055130575365
10100003032,3,46.7919735472157,24.6669147334352,46.7545487127936,24.6406195638816,حي الفاروق,Al Farooq Dist.,46.77326113000465,24.6537671486584
10100003033,3,46.8033663884614,24.6534971795228,46.7599987136609,24.6152503557938,حي الفيصلية,Al Faisaliyah Dist.,46.78168255106115,24.634373767658303
10100003034,3,46.7674530542185,24.6342298996187,46.7391827271016,24.6123632150879,حي الخالدية,Al Khalidiyah Dist.,46.75331789066005,24.6232965573533
10100003035,3,46.8152770647976,24.6860797755566,46.7775707807422,24.6432645612651,حي الجزيرة,Al Jazeerah Dist.,46.796423922769904,24.66467216841085
10100003036,3,46.8565093659769,24.7175827698542,46.8167469931077,24.6775995635198,حي السعادة,Al Saadah Dist.,46.8366281795423,24.697591166686998
10100003037,3,46.6901228793761,24.6609085240339,46.669938236337,24.6428449801537,حي الناصرية,Al Nasiriyah Dist.,46.680030557856554,24.6518767520938
10100003038,3,46.8483436456347,24.6304488945388,46.7653963797225,24.5874054603868,حي المناخ,Al Manakh Dist.,46.8068700126786,24.608927177462803
10100003039,3,46.8560084454618,24.5984348977115,46.8088206598749,24.5735911599951,حي الدفاع,Al Difaa Dist.,46.832414552668354,24.5860130288533
10100003040,3,46.8349713207119,24.651816685625,46.7970850985545,24.6117077225553,حي النور,Al Noor Dist.,46.8160282096332,24.63176220409015
10100003041,3,46.7617495731555,24.7598203856999,46.7211159158412,24.7050480938415,حي الملك عبدالله,King Abdullah Dist.,46.741432744498354,24.7324342397707
10100003042,3,46.7257983904528,24.7518670137814,46.7031057112611,24.7290409451825,حي الواحة,Al Wahah Dist.,46.71445205085695,24.74045397948195
10100003043,3,46.7088625860396,24.7442427677819,46.6851745793211,24.7213247455412,حي صلاح الدين,Salahuddin Dist.,46.69701858268035,24.732783756661547
10100003044,3,46.7465869414208,24.7495892247445,46.6928554469549,24.6924025288901,حي الملك عبدالعزيز,King Abdulaziz Dist.,46.719721194187855,24.720995876817298
10100003045,3,46.7184613054603,24.6924025288901,46.7079874281242,24.6659056591208,حي الوزارات,Al Wizarat Dist.,46.71322436679225,24.679154094005447
10100003046,3,46.72117558888,24.6205112645387,46.7143165199411,24.612282045243,حي سكيرينة,Skirinah Dist.,46.717746054410554,24.61639665489085
10100003047,3,46.7775707807422,24.7144980205136,46.7314988829007,24.6730325678242,حي الربوة,Al Rabwah Dist.,46.75453483182145,24.693765294168898
10100003048,3,46.7603922135146,24.688305229139,46.7408821883688,24.6661263952707,حي جرير,Jareer Dist.,46.750637200941696,24.67721581220485
10100003049,3,46.6849827564839,24.6755291091292,46.6525386205755,24.6565600382943,حي المعذر,Al Mathar Dist.,46.6687606885297,24.66604457371175
10100003050,3,46.7391827271016,24.639652801411,46.7288059536115,24.6290821537257,حي الصالحية,Al Salhiyah Dist.,46.733994340356546,24.63436747756835
10100003051,3,46.7545487127936,24.6817731104096,46.7161526882163,24.6469028694666,حي الملز,Al Malaz Dist.,46.73535070050495,24.6643379899381
10100003052,3,46.7373025824224,24.6109020520996,46.7195337745586,24.5879931212999,حي منفوحة,Manfuhah Dist.,46.7284181784905,24.59944758669975
10100003053,3,46.6929330639938,24.641433403893,46.6752378544581,24.6252696582616,حي عليشة,Olaishah Dist.,46.684085459225955,24.633351531077302
10100003054,3,46.8413236722127,24.7811212920008,46.7902281778424,24.739955879352,حي النهضة,Al Nahdah Dist.,46.81577592502755,24.7605385856764
10100003055,3,46.8294717170019,24.796757381745,46.7764961195555,24.7567574855689,حي الخليج,Al Khaleej Dist.,46.8029839182787,24.77675743365695
10100003056,3,46.729064164455,24.6935688085593,46.7180429578166,24.6664340293299,حي الضباط,Al Dhubbat Dist.,46.7235535611358,24.6800014189446
10100003057,3,46.6444386634155,24.5886050633717,46.6050421422838,24.5602412332561,حي السويدي الغربي,West Suwaidi Dist.,46.62474040284965,24.574423148313898
10100003058,3,46.6451159464797,24.5378377723343,46.5933497317777,24.4840677734912,حي ديراب,Dirab Dist.,46.6192328391287,24.510952772912752
10100003059,3,46.6552655267882,24.5076731636343,46.6147320579718,24.4721685026101,حي احد,Ohod Dist.,46.63499879238,24.4899208331222
